Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
21,K215,P.S. 215 - BROOKLYN,Fast Track Projects,LSP REPLACE PVI DOMESTIC WATER HEATER,Construction,In-Progress,12/23/2019,FTK,,FTK,180512.00,166657.00,DSF0000894225
21,K215,P.S. 215 - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,,DSF0001033508
21,K215,K231 SPED - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/1/2023,DIIR,,DIIR,95000.00,,DSF0001033518
21,K215,P.S. 215 - BROOKLYN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,10/2/2023,DOER,,DOER,328159.00,,DSF0001035475
21,K215,P.S. 215 - BROOKLYN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,10/14/2022,DOES,,DOES,57392.00,,DSF0001034409
21,K215,P.S. 215 - BROOKLYN,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,12/16/2022,DOES,,DOES,447218.00,,SCA0000071041
21,K215,P.S. 215 - BROOKLYN,DOE - Skilled Trades,FLOORING REPLACEMENT,Construction,Complete,2/15/2023,DOES,7/28/2023,DOES,147207.00,147207.00,DSF0001063559
21,K215,P.S. 215 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2/27/2024,DOES,3/5/2024,DOES,65832.00,,DSF0001084098
21,K216,P.S. 216 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM,Scope,Complete,8/4/2020,12/4/2020,1/29/2021,48025,85152.00,85152.00,"DSF0000961073, DSF0001008767, DSF0001008768"
21,K216,P.S. 216 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM,Design,Complete,2/2/2021,7/9/2021,7/9/2021,240124,250488.00,232956.00,"DSF0000961073, DSF0001008767, DSF0001008768"
21,K216,P.S. 216 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM,Construction,PNS,PNS,PNS,PNS,5402776,5402776.00,222114.00,"DSF0000961073, DSF0001008767, DSF0001008768"
21,K216,P.S. 216 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID CLIMATE CONTROL / COVID FIRE ALARM SYSTEM,"CM,F&E",PNS,PNS,PNS,PNS,336172,336172.00,61732.00,"DSF0000961073, DSF0001008767, DSF0001008768"
21,K216,P.S. 216 - BROOKLYN,SCA IEH,PO18-REMOVE ASSUMED ACM ON AIRCELL INSULATION IN CLASSROOM STEAM PIPE STEAM PIPE IS LEAKING THROUGH,Construction,Complete,1/22/2024,IEH,2/3/2024,IEH,15794.00,3056.00,SCA0000072705
21,K216,P.S. 216 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,8/8/2023,DOEL,,DOEL,121239.00,118441.00,
21,K216,P.S. 216 - BROOKLYN,DOE - RESOA,FY21 RESO A ROOM RENOVATION,Construction,In-Progress,7/28/2022,DOER,,DOER,77130.00,,DSF0001008440
21,K216,P.S. 216 - BROOKLYN,DOE - RESOA,FY22 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,4/30/2023,DOER,,DOER,47411.00,,DSF0001033509
21,K216,P.S. 216 - BROOKLYN,DOE - RESOA,FY23 RESO A KITCHEN UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,152267.00,,DSF0001035476
21,K225,K771 SPED - BROOKLYN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,250000.00,,DSF0000961215
21,K225,K771 SPED - BROOKLYN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,145000.00,393618.00,DSF0001008351
21,K225,K771 SPED - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,,DSF0001033614
21,K225,P.S. 225 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,7/18/2022,DOEL,6/18/2023,DOEL,57932.00,57932.00,
21,K225,P.S. 225 - BROOKLYN,DOE - RESOA,FY05 RESO A TRASH COMPACTOR,Construction,PNS,PNS,PNS,PNS,DOER,71023.00,,DSF0000544171
21,K225,K771 SPED - BROOKLYN,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,181030.00,,DSF0001035479
21,K225,P.S. 225 - BROOKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,900000.00,,DSF0001086032
21,K225,P.S. 225 - BROOKLYN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,10/31/2022,DOES,,DOES,276553.00,,DSF0001034411
21,K226,P.S. 226 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,12/19/2022,4/20/2023,1/10/2023,3940,4995.00,4995.00,DSF0001034627
21,K226,P.S. 226 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/10/2023,7/7/2023,4/4/2023,17730,19982.00,19982.00,DSF0001034627
21,K226,P.S. 226 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,7/21/2023,6/14/2024,,228520,210304.00,3534.00,DSF0001034627
21,K226,P.S. 226 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,7/21/2023,6/14/2024,,87740,74047.00,32772.00,DSF0001034627
21,K226,P.S. 226 - BROOKLYN,SCA IEH,"PO18-ABATE AND REPLACE FLOOR TILES IN 2ND, 3RD AND 4TH CORRIDORS",Construction,Complete,1/2/2024,IEH,2/23/2024,IEH,171507.00,145477.00,SCA0000072606
21,K226,P.S. 226 - BROOKLYN,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,55000.00,,DSF0000913796
21,K226,P.S. 226 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/26/2023,DIIR,10/13/2023,DIIR,50000.00,49565.00,DSF0001035480
21,K228,I.S. 228 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Scope,Complete,6/6/2023,12/5/2023,10/10/2023,350030,213756.00,210585.00,"DSF0001063832, DSF0001063833, DSF0001063834, DSF0001087232, DSF0001087231"
21,K228,I.S. 228 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Design,In-Progress,10/31/2023,6/28/2024,,1748355,1748355.00,294856.00,"DSF0001063832, DSF0001063833, DSF0001063834, DSF0001087232, DSF0001087231"
21,K228,I.S. 228 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Construction,PNS,PNS,PNS,PNS,39183015,39183015.00,25593.00,"DSF0001063832, DSF0001063833, DSF0001063834, DSF0001087232, DSF0001087231"
21,K228,I.S. 228 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,"CM,F&E",PNS,PNS,PNS,PNS,2463645,2463645.00,25274.00,"DSF0001063832, DSF0001063833, DSF0001063834, DSF0001087232, DSF0001087231"
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/13/2021,11/10/2021,7/19/2021,4160,5414.00,5414.00,DSF0000960741
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/19/2021,1/14/2022,12/22/2021,18720,21657.00,21657.00,DSF0000960741
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,5/9/2022,2/2/2023,,241280,204322.00,181856.00,DSF0000960741
21,K228,I.S. 228 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,5/9/2022,2/2/2023,,236304,227718.00,116624.00,DSF0000960741
21,K228,I.S. 228 - BROOKLYN,SCA IEH,PO18-TEST / ABATE STUDENT CAFETERIA CEILING AT EXIT 12,Construction,In-Progress,12/20/2023,IEH,,IEH,8407.00,1532.00,SCA0000072587
21,K228,I.S. 228 - BROOKLYN,Fast Track Projects,LSP FY23 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,10/11/2023,FTK,,FTK,135000.00,106186.00,DSF0001035481
21,K228,I.S. 228 - BROOKLYN,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,95000.00,,DSF0000913797
21,K228,I.S. 228 - BROOKLYN,DOE - RESOA,FY09 RESO A CONTAINERIZATION,Construction,PNS,PNS,PNS,PNS,DOER,151175.00,151175.00,DSF0000623070
21,K228,I.S. 228 - BROOKLYN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,2/24/2022,DOES,,DOES,242274.00,121523.00,DSF0001034412
21,K237,THE ACADAMY OF TALENTED SCHOLARS - K,SCA Furniture & Equipment,FY20 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,250000,250000.00,0.00,DSF0000913541
21,K237,THE ACADAMY OF TALENTED SCHOLARS - K,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,,DSF0000800596
21,K237,THE ACADAMY OF TALENTED SCHOLARS - K,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,,DSF0000823508
21,K237,THE ACADAMY OF TALENTED SCHOLARS - K,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/1/2023,DIIR,10/12/2023,DIIR,65000.00,64765.00,DSF0001033599
21,K237,THE ACADAMY OF TALENTED SCHOLARS - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,,DSF0001035485
21,K237,THE BROOKLYN SCHOOL OF INQUIRY - K,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/7/2023,DOES,12/27/2023,DOES,50832.00,,DSF0001084108
21,K238,P.S. 238 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/2/2023,6/2/2023,2/3/2023,4444,6867.00,6867.00,DSF0001034614
21,K238,P.S. 238 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2/3/2023,8/1/2023,5/3/2023,19997,27467.00,27467.00,DSF0001034614
21,K238,P.S. 238 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,8/16/2023,7/10/2024,,257733,235350.00,169995.00,DSF0001034614
21,K238,P.S. 238 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,8/16/2023,7/10/2024,,112345,93846.00,78505.00,DSF0001034614
21,K238,K231 SPED - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/1/2023,DIIR,,DIIR,65000.00,29916.00,DSF0001033517
21,K238,K231 SPED - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,,DSF0001035487
21,K238,P.S. 238 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,250000.00,,DSF0001086038
21,K238,P.S. 238 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,5/24/2023,DOEL,,DOEL,63500.00,,
21,K238,P.S. 238 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,9/11/2023,DOEL,,DOEL,58378.00,58378.00,
21,K238,P.S. 238 - BROOKLYN,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,7/13/2022,DOES,,DOES,866375.00,652070.00,DSF0001034211
21,K238,P.S. 238 - BROOKLYN,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,3/4/2024,DOES,,DOES,539217.00,,DSF0001091701
21,K239,I.S. 239 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,5/31/2022,11/23/2022,9/26/2022,270000,191903.00,179951.00,"DSF0001013320, DSF0001013319, DSF0001013318, DSF0001013317, DSF0001064037"
21,K239,I.S. 239 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,9/28/2022,6/12/2023,4/26/2023,1350000,362324.00,361936.00,"DSF0001013320, DSF0001013319, DSF0001013318, DSF0001013317, DSF0001064037"
21,K239,I.S. 239 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,In-Progress,10/23/2023,5/9/2026,,30375002,27442768.00,141982.00,"DSF0001013320, DSF0001013319, DSF0001013318, DSF0001013317, DSF0001064037"
21,K239,I.S. 239 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",In-Progress,10/23/2023,5/9/2026,,1890000,75481.00,58586.00,"DSF0001013320, DSF0001013319, DSF0001013318, DSF0001013317, DSF0001064037"
21,K239,I.S. 239 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/18/2023,5/17/2023,1/24/2023,5467,7121.00,7121.00,DSF0001034665
21,K239,I.S. 239 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/24/2023,7/20/2023,5/3/2023,24599,28484.00,28484.00,DSF0001034665
21,K239,I.S. 239 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,8/16/2023,7/10/2024,,317058,287004.00,181775.00,DSF0001034665
21,K239,I.S. 239 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,8/16/2023,7/10/2024,,134217,112484.00,77927.00,DSF0001034665
21,K239,I.S. 239 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ K239,Construction,In-Progress,6/27/2023,EMER,,EMER,,0.00,SCA0000072084
21,K239,I.S. 239 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,,DSF0001086039
21,K239,I.S. 239 - BROOKLYN,DOE - RESOA,FY17 RESO A ROOM CONVERSION,Construction,In-Progress,12/31/2018,DOER,,DOER,161728.00,339587.00,DSF0000844284
21,K239,I.S. 239 - BROOKLYN,DOE - RESOA,FY17 RESO A HYDROPONICS ROOM,Construction,In-Progress,7/5/2019,DOER,,DOER,281782.00,225490.00,DSF0000911812
21,K239,I.S. 239 - BROOKLYN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,180038.00,,DSF0001034895
21,K239,I.S. 239 - BROOKLYN,DOE - RESOA,FY23 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,92241.00,,DSF0001035488
21,K239,I.S. 239 - BROOKLYN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,1/28/2022,DOES,,DOES,170867.00,168568.00,DSF0001008981
21,K253,P.S. 253 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,11/5/2019,3/6/2020,3/6/2020,1078540,767080.00,767080.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,3/9/2020,9/1/2020,5/11/2021,4853430,2781925.00,2252788.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA Capacity,ADDITION,Construction,In-Progress,12/20/2021,9/3/2024,,61207145,57834397.00,53351484.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,12/20/2021,9/3/2024,,8628320,6895309.00,4077661.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA CIP,EXISTING BUILDING RENOVATION WORK,Scope,Complete,6/3/2021,12/13/2021,2/9/2022,33418,65579.00,13101.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA CIP,EXISTING BUILDING RENOVATION WORK,Design,Complete,2/15/2022,8/4/2022,3/26/2024,167092,25670.00,25670.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA CIP,EXISTING BUILDING RENOVATION WORK,Construction,PNS,PNS,PNS,PNS,3759567,3759567.00,30296.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,SCA CIP,EXISTING BUILDING RENOVATION WORK,"CM,F&E",PNS,PNS,PNS,PNS,233929,233929.00,51704.00,DSF0000911840
21,K253,P.S. 253 - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,12/18/2019,FTK,,FTK,437149.00,436893.00,"DSF0000912069, DSF0000912474"
21,K253,P.S. 253 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,12/28/2020,DOES,,DOES,124986.00,105540.00,DSF0000912966
21,K253,P.S. 253 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,10/26/2023,DOES,11/20/2023,DOES,65832.00,,DSF0001084116
21,K281,I.S. 281 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / ROOFS,Scope,Complete,7/8/2022,11/23/2022,8/8/2023,185296,212022.00,212022.00,"DSF0001014023, DSF0001014022, DSF0001014021"
21,K281,I.S. 281 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / ROOFS,Design,In-Progress,8/16/2023,1/22/2024,,926482,926482.00,244780.00,"DSF0001014023, DSF0001014022, DSF0001014021"
21,K281,I.S. 281 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / ROOFS,Construction,PNS,PNS,PNS,PNS,20845852,20845852.00,149252.00,"DSF0001014023, DSF0001014022, DSF0001014021"
21,K281,I.S. 281 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / WINDOWS / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,1297076,1297076.00,39246.00,"DSF0001014023, DSF0001014022, DSF0001014021"
21,K281,I.S. 281 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE / FY20 RESO A AUDITORIUM UPGRADE,Scope,Complete,3/9/2020,9/16/2021,9/13/2021,0,14204.00,14204.00,"DSF0000913260, DSF0000913261"
21,K281,I.S. 281 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE / FY20 RESO A AUDITORIUM UPGRADE,Design,Complete,9/14/2021,11/4/2021,1/14/2022,60605,61677.00,60302.00,"DSF0000913260, DSF0000913261"
21,K281,I.S. 281 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE / FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,8/30/2022,7/25/2023,,888861,769839.00,651426.00,"DSF0000913260, DSF0000913261"
21,K281,I.S. 281 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE / FY20 RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,8/30/2022,7/25/2023,,60605,103685.00,102141.00,"DSF0000913260, DSF0000913261"
21,K281,I.S. 281 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,125000.00,,DSF0001086068
21,K281,I.S. 281 - BROOKLYN,DOE - RESOA,FY21 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,7/25/2022,DOER,,DOER,86625.00,,DSF0001008431
21,K281,I.S. 281 - BROOKLYN,DOE - RESOA,FY24 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,,DSF0001086067
21,K281,I.S. 281 - BROOKLYN,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,,DSF0001086069
21,K281,I.S. 281 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,1/7/2021,DOES,,DOES,103718.00,131729.00,DSF0000912972
21,K288,P.S. 288 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/1/2023,6/29/2023,3/8/2023,3793,1726.00,1726.00,DSF0001034605
21,K288,P.S. 288 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/8/2023,8/31/2023,4/26/2023,17068,6904.00,6904.00,DSF0001034605
21,K288,P.S. 288 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,10/19/2023,9/12/2024,,219988,201053.00,3470.00,DSF0001034605
21,K288,P.S. 288 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,10/19/2023,9/12/2024,,40774,23572.00,3091.00,DSF0001034605
21,K288,P.S. 288 - BROOKLYN,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Scope,Complete,5/25/2022,9/26/2022,10/5/2022,0,23190.00,23190.00,DSF0001033537
21,K288,P.S. 288 - BROOKLYN,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Design,Complete,10/11/2022,3/16/2023,3/21/2023,97500,88374.00,77596.00,DSF0001033537
21,K288,P.S. 288 - BROOKLYN,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/18/2023,1/9/2025,,1430000,1328333.00,157218.00,DSF0001033537
21,K288,P.S. 288 - BROOKLYN,SCA CIP RESOA,FY22 RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,9/18/2023,1/9/2025,,97500,51322.00,48815.00,DSF0001033537
21,K288,P.S. 288 - BROOKLYN,SCA IEH,"PO18-ABATE AND REPLACE FLOOR TILES IN ROOMS: RMS: 215,219,221,223 AND 225 APPROX. 729SF",Construction,Complete,9/14/2023,IEH,2/21/2024,IEH,183762.00,4767.00,SCA0000072294
21,K288,P.S. 288 - BROOKLYN,SCA IEH,PO18-TEST / ABATE BROKEN  AND LIFTING 9X9 FLOOR TILES IN ROOM 307 APPROX AREA OF DAMAGE IS 25 SQ FT,Construction,Complete,1/16/2024,IEH,2/28/2024,IEH,1644.00,1069.00,SCA0000072648
21,K288,P.S. 288 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,,DSF0001035528
21,K288,P.S. 288 - BROOKLYN,DOE - RESOA,FY21 RESO A ROOM CONVERSION,Construction,In-Progress,7/1/2022,DOER,,DOER,198726.00,,DSF0001008443
21,K288,P.S. 288 - BROOKLYN,DOE - RESOA,FY21 RESO A HYDROPONICS LAB,Construction,In-Progress,9/16/2021,DOER,,DOER,176351.00,150850.00,DSF0001008549
21,K288,P.S. 288 - BROOKLYN,DOE - RESOA,FY22 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,,DSF0001033536
21,K288,P.S. 288 - BROOKLYN,DOE - RESOA,RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,385000.00,,DSF0001083919
21,K303,I.S. 303 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,6/22/2022,11/7/2022,1/5/2023,119977,249276.00,241878.00,"DSF0001014342, DSF0001014343, DSF0001014344, DSF0001065097"
21,K303,I.S. 303 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,1/18/2023,6/20/2023,5/9/2023,589908,487514.00,321368.00,"DSF0001014342, DSF0001014343, DSF0001014344, DSF0001065097"
21,K303,I.S. 303 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,In-Progress,9/18/2023,2/3/2026,,12409921,11291104.00,766941.00,"DSF0001014342, DSF0001014343, DSF0001014344, DSF0001065097"
21,K303,I.S. 303 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",In-Progress,9/18/2023,2/3/2026,,914667,85422.00,83942.00,"DSF0001014342, DSF0001014343, DSF0001014344, DSF0001065097"
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,RESO A ROOM CONVERSIONS / PARTITIONING,Scope,Complete,3/23/2023,7/12/2023,8/3/2023,0,15016.00,15016.00,DSF0001083692
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,RESO A ROOM CONVERSIONS / PARTITIONING,Design,In-Progress,8/8/2023,2/13/2024,,79218,49485.00,12804.00,DSF0001083692
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,RESO A ROOM CONVERSIONS / PARTITIONING,Construction,PNS,PNS,PNS,PNS,1161861,1161861.00,0.00,DSF0001083692
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,RESO A ROOM CONVERSIONS / PARTITIONING,"CM,F&E",PNS,PNS,PNS,PNS,79218,79218.00,25103.00,DSF0001083692
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING,Scope,Complete,8/28/2023,11/30/2023,10/19/2023,0,0.00,0.00,DSF0001085815
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING,Design,In-Progress,10/19/2023,2/26/2024,,3902,3902.00,0.00,DSF0001085815
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,57226,57226.00,0.00,DSF0001085815
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSIONS/PARTITIONING,"CM,F&E",PNS,PNS,PNS,PNS,3902,3902.00,2047.00,DSF0001085815
21,K303,R. CARSON SCL OF COASTAL ST-K,SCA CIP RESOA,RESO A ROOM CONVERSION,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001112072
